[2025-10-20 18:02:31] local.INFO: === INICIO IMPORTAR ARCHIVO ===  
[2025-10-20 18:02:31] local.INFO: Método: POST  
[2025-10-20 18:02:31] local.INFO: Content-Type: multipart/form-data; boundary=----WebKitFormBoundary21L0LPw3hCjK4nIE  
[2025-10-20 18:02:31] local.INFO: Archivos recibidos: {"archivo":{}}  
[2025-10-20 18:02:31] local.INFO: Todos los inputs: {"_token":"AtYWsgrcFNo7TXgOieKdvdF8HqnKUil7ZsfY9il7","import_type":"sin_fconversion","archivo":{}}  
[2025-10-20 18:02:31] local.INFO: Configuración PHP:  
[2025-10-20 18:02:31] local.INFO: - upload_max_filesize: 200M  
[2025-10-20 18:02:31] local.INFO: - post_max_size: 200M  
[2025-10-20 18:02:31] local.INFO: - max_file_uploads: 20  
[2025-10-20 18:02:31] local.INFO: - memory_limit: 1024M  
[2025-10-20 18:02:31] local.INFO: - max_execution_time: 0  
[2025-10-20 18:02:31] local.INFO: Detalles del archivo recibido:  
[2025-10-20 18:02:31] local.INFO: - Nombre original: FormatoEntradasSinFconversion.xlsx  
[2025-10-20 18:02:31] local.INFO: - Extensión: xlsx  
[2025-10-20 18:02:31] local.INFO: - Tamaño: 1692648 bytes  
[2025-10-20 18:02:31] local.INFO: - MIME type: application/vnd.openxmlformats-officedocument.spreadsheetml.sheet  
[2025-10-20 18:02:31] local.INFO: - Es válido: true  
[2025-10-20 18:02:31] local.INFO: Validación de extensión pasada: xlsx  
[2025-10-20 18:02:31] local.INFO: Validación pasada correctamente  
[2025-10-20 18:02:31] local.INFO: Ruta real del archivo: C:\xampp7\tmp\php8C4E.tmp  
[2025-10-20 18:02:31] local.INFO: Tipo de importación solicitado: sin_fconversion  
[2025-10-20 18:02:31] local.INFO: Procesando archivo: FormatoEntradasSinFconversion.xlsx - Extensión: xlsx - MIME: application/vnd.openxmlformats-officedocument.spreadsheetml.sheet  
[2025-10-20 18:02:34] local.INFO: Iniciando importación sin Fconversion. Filas detectadas: 24652  
[2025-10-20 18:02:34] local.WARNING: Fila 1371: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1372: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1373: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1374: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1375: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1376: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1377: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1378: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1379: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1380: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1381: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1382: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1383: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1384: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1385: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1386: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1387: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1388: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1389: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1390: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1391: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1392: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1393: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1394: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1395: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1396: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1397: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1398: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1399: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1400: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1401: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1402: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1403: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1404: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1405: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1406: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1407: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1408: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1409: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1410: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1411: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1412: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1413: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1414: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1415: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1416: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1417: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1418: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1419: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1420: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1421: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1422: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1423: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1424: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1425: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1426: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1427: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1428: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1429: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1430: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1431: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1432: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1433: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1434: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1435: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1436: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1437: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1438: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1439: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1440: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1441: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1442: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1443: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1444: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1445: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1446: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1447: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1448: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1449: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1450: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1451: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1452: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1453: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1454: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1455: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1456: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1457: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1458: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1459: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1460: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1461: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1462: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1463: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1464: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1465: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1466: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1467: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1468: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1469: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1470: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1471: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1472: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1473: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1474: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1475: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1476: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1477: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1478: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1479: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1480: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1481: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1482: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1483: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1484: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1485: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1486: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1487: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1488: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1489: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1490: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1491: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1492: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1493: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1494: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1495: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1496: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1497: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1498: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1499: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1500: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1501: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1502: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1503: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1504: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1505: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1506: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1507: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1508: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1509: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1510: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1511: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1512: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1513: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1514: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1515: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1516: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1517: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1518: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1519: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1520: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1521: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1522: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1523: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1524: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1525: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1526: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1527: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1528: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1529: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1530: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1531: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1532: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1533: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1534: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1535: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1536: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1537: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1538: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1539: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1540: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1541: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1542: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1543: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1544: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1545: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1546: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1547: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1548: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1549: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1550: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1551: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1552: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1553: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1554: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1555: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1556: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1557: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1558: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1559: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1560: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1561: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1562: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1563: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1564: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1565: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1566: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1567: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1568: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1569: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1570: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1571: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1572: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1573: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1574: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1575: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1576: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1577: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1578: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1579: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1580: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1581: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1582: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1583: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1584: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1585: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1586: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1587: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1588: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1589: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1590: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1591: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1592: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1593: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1594: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1595: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1596: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1597: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1598: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1599: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1600: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1601: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1602: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1603: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1604: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1605: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1606: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1607: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1608: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1609: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1610: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1611: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1612: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1613: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1614: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1615: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1616: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1617: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1618: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1619: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1620: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1621: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1622: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1623: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1624: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1625: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1626: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1627: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1628: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1629: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1630: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1631: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1632: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1633: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1634: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1635: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1636: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1637: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1638: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1639: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1640: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1641: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1642: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1643: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1644: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1645: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1646: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1647: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1648: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1649: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1650: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1651: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1652: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1653: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1654: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1655: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1656: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1657: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1658: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1659: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1660: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1661: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1662: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1663: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1664: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1665: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1666: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1667: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1668: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1669: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1670: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1671: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1672: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1673: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1674: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1675: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1676: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1677: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1678: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1679: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1680: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1681: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1682: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1683: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1684: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1685: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1686: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1687: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1688: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1689: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1690: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1691: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1692: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1693: formato de mes inválido ''  
[2025-10-20 18:02:34] local.WARNING: Fila 1694: formato de mes inválido ''  
